"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 09 15:43:45 BDT 2023","Thu Nov 09 15:46:13 BDT 2023","148240","All Test Suite","D:/SQA/Class 22-23 - ALL Java Works/Automation Starts with Selenium/rokomari-test","testcases.LoginToBookOrderTestFlow","testcases.LoginToBookOrderTestFlow","testLoginAndOrderFLow","testLoginAndOrderFLow",""
